table_id,sentence_id,sub_sentence_id,text,coordinates,input_text,aggregation,output_text
402,2190,1,2012 1991 [ANSWER] occasional smoking among inuit,"[[0, 7], [0, 1], [0, 7], [13, 0], [3, 0]]",2012.0 1991.0 2012.0 occasional smoker total,pair-argmax,occasional smoking was more common among inuit in 2012 than in 1991
402,2192,1,prevalence 2012 1991 [ANSWER] non-smoking among inuit,"[[1, 1], [0, 7], [0, 1], [0, 7], [6, 0], [3, 0]]",% 2012.0 1991.0 2012.0 non-smoker total,pair-argmax,the prevalence of non-smoking among inuit was higher in 2012 than in 1991
402_totto46550-1,0,1,"u.s (2, 2)","[[1, 2], [2, 2]]",us 165.0,none,"in the u.s., the don omar discography reached #165"
402_totto46581-3,0,1,sunderland 1987-88 [ANSWER],"[[2, 0], [6, 1], [6, 2]]",sunderland 1987-88 third division,none,paul atkinson began his career at sunderland and played in the 1987-88 third division
402_totto46588-4,0,1,"2015 mumbai city (16, 2)","[[16, 1], [16, 0], [16, 2]]",2015.0 mumbai city indian super league,none,juan aguilera signed for indian super league club mumbai city in 2015
403,2196,1,1991 2012 daily smoking age groups [ANSWER],"[[0, 1], [0, 7], [5, 0], [12, 0], [29, 0], [33, 0]]",1991.0 2012.0 daily smoker age group 55 to 64 65 or older,diff kth-argmax,decreases on daily smoking over the entire 1991-to-2012 period were greatest for the 55-to-64 and 65-or-older age groups
403,2197,1,prevalence age range [ANSWER],"[[1, 1], [12, 0], [33, 0]]",% age group 65 or older,sum argmax,"in the general canadian population, the prevalence of smoking is lowest at the extremes of the age range"
403,2198,1,2012 prevalence daily smoking [ANSWER],"[[0, 7], [1, 7], [14, 0], [33, 0]]",2012.0 % daily smoker 65 or older,argmin,"among inuit, in 2012, the prevalence of daily smoking was lowest at age 65 or older, followed by ages 55 to 64"
403,2198,2,2012 prevalence daily smoking [ANSWER],"[[0, 7], [1, 7], [14, 0], [29, 0]]",2012.0 % daily smoker 55 to 64,kth-argmin,"in 2012, prevalence of daily smoking was second lowest at age 55 to 64"
403,2199,1,2012 daily smokers [ANSWER],"[[0, 7], [14, 0], [17, 0]]",2012.0 daily smoker 25 to 34,pair-argmax,25- to-34-year-olds were significantly more likely than 15- to-24-year-olds to be daily smokers
403_totto46615-0,0,1,"goals 1996-97 (4, 17)","[[1, 17], [4, 0], [4, 17]]",g 1996-97 104.0,none,"legion of doom's last season was 1996-97, where they scored 104 goals"
403_totto46615-0,0,2,"assists 1996-97 (4, 18)","[[1, 18], [4, 0], [4, 18]]",a 1996-97 131.0,none,"legion of doom's last season was 1996-97, where they collected 131 assists"
403_totto46669-2,0,1,"2015 johor darul ta'zim (12, 2)","[[12, 1], [10, 0], [12, 2]]",2015.0 johor darul ta'zim malaysia super league,none,"in 2015, safiq rahim appeared in the malaysia super league for johor darul ta'zim"
404_totto46749-0,0,1,2001-02 arsenal [ANSWER],"[[13, 1], [12, 0], [12, 2]]",2001-02 arsenal premier league,none,"in 2001-02, sylvain wiltord appeared in the premier league for arsenal"
404_totto46798-1,0,1,"west bromwich albion 2009-10 (18, 2)","[[18, 0], [18, 1], [18, 2]]",west bromwich albion 2009-10 championship,none,"jerome thomas signed with west bromwich albion in 2009, championship at the 2009-10 season"
404_totto46801-2,0,1,"return yards 2014 (3, 15)","[[0, 14], [1, 15], [3, 0], [3, 15]]",returning yds 2014.0 391.0,none,tavon austin finished with 391 return yards in 2014
405_totto46898-0,0,1,"yards 2013 (6, 7)","[[1, 7], [6, 0], [6, 7]]",yds 2013.0 3528.0,none,"gilbert passed for 3,528 yards in 2013"
405_totto46898-0,0,2,"touchdowns 2013 (6, 9)","[[1, 9], [6, 0], [6, 9]]",td 2013.0 21.0,none,gilbert passed for 21 touchdowns in 2013
406,2216,1,prevalence age category [ANSWER],"[[2, 3], [4, 0], [10, 0]]",prevalence age 65 and older,argmax,"however, the prevalence of gig workers was especially high in the category for those aged 65 and older"
406,2217,1,"men % married or cohabited (12, 1)","[[1, 1], [2, 1], [12, 0], [12, 1]]",men percent married or common-law 62.4,none,about 62.4% of all gig workers in 2016 were married or cohabited
406,2217,2,"% male single (14, 1)","[[2, 1], [1, 1], [14, 0], [14, 1]]",percent men single 28.9,none,about 28.9% of male gig workers were single
406,2217,3,"% female single (14, 2)","[[2, 1], [1, 2], [14, 0], [14, 2]]",percent women single 24.5,none,24.5% of female gig workers were single
406,2221,1,"men prevalence top income quntile bottom income quntile (27, 3) (23, 3)","[[1, 1], [2, 3], [27, 0], [23, 0], [27, 3], [23, 3]]",men prevalence fifth (highest) quintile first (lowest) quintile 5.4 11.3,div,"among men, the prevalence of gig workers in the top income quintile was roughly half the prevalence of gig workers in the bottom income quintile"
406,2221,2,"women prevalence top income quntile bottom income quntile (23, 4) (27, 4)","[[1, 2], [2, 3], [27, 0], [23, 0], [23, 4], [27, 4]]",women prevalence fifth (highest) quintile first (lowest) quintile 12.3 6.9,none,"among women, the prevalence of gig workers in the top income quintile was roughly half the prevalence of gig workers in the bottom income quintile"
406_totto47042-1,0,1,"lehata 200 metres (3, 2)","[[3, 0], [3, 1], [3, 2]]",mosito lehata 200 m 20.74,none,"lehata competed in the 200 metres, finishing seventh of all competitors, with a time of 20.74 seconds"
407_totto47334-4,0,1,"derby county 1989-90 (2, 3)","[[2, 0], [2, 1], [2, 3]]",derby county 1989-90 10.0,none,"williams began his career with first division's club derby county during the 1989-90 season, making 10 appearances for the club"
407_totto47334-4,0,2,"derby county 1989-90 (2, 4)","[[2, 0], [2, 1], [2, 4]]",derby county 1989-90 1.0,none,"williams began his career with first division's club derby county during the 1989-90 season, scoring his first goal for the club"
408_totto47355-2,0,1,"1992 under siege (6, 7)","[[6, 0], [6, 1], [6, 7]]",1992.0 under siege casey ryback,none,"in 1992, steven seagal played casey ryback in under siege"
408_totto47356-3,0,1,"rabeprazole (7, 7)","[[7, 0], [7, 7]]","rabeprazole 813, 892 and 321",none,"rabeprazole binds to cysteine 813, 892, and 321"
409_totto47465-0,0,1,"career (5, 10)","[[5, 0], [5, 10]]",career 167.0,none,gore had 167 yards in his career
409_totto47530-4,0,1,"heat rodriguez (2, 2)","[[0, 2], [2, 0], [2, 2]]",heat carol rodriguez 24.07,none,rodriguez achieved a time of 24.07 seconds in the heat
40_totto4499-0,0,1,"(27, 12)","[[27, 12]]",613938.0,none,"the kegalle electoral district had 613,938 registered electors in 2010"
40_totto4504-1,0,1,"passed yards interceptions touchdowns 2014 (4, 5)","[[0, 2], [1, 5], [1, 8], [1, 7], [4, 0], [4, 5]]",passing yds int td 2014.0 2606.0,none,"in 2014, jacoby brissett passed for 2,606 yards with 23 touchdowns and five interceptions"
410_totto47581-1,0,1,"nottingham forest (12, 9)","[[2, 0], [12, 9]]",nottingham forest 249.0,none,richardson made 249 appearances for forest
410_totto47581-1,0,2,"nottingham forest (12, 10)","[[2, 0], [12, 10]]",nottingham forest 21.0,none,richardson scored 21 goals for forest
412_totto47684-0,0,1,2012 shelbourne [ANSWER],"[[18, 1], [18, 0], [18, 2]]",2012.0 shelbourne premier division,none,"in 2012, byrne joined premier division club shelbourne"
412_totto47746-3,0,1,"crusade (4, 11)","[[4, 0], [4, 11]]",crusade 136.0,none,"crusade was john mayall's and bluesbreaker's first release to chart in the us, reaching number 136 on the billboard 200"
413_totto47791-1,0,1,"2016-17 stevenage (14, 2)","[[14, 1], [14, 0], [14, 2]]",2016-17 stevenage league two,none,"in the 2016-17 season, king joined league two side stevenage"
414_totto47877-0,0,1,"receptions 2007 (9, 4)","[[1, 4], [9, 0], [9, 4]]",rec 2007.0 104.0,none,"in 2007, wayne scored 104 receptions"
414_totto47877-0,0,2,"yards 2007 (9, 5)","[[1, 5], [9, 0], [9, 5]]",yds 2007.0 1510.0,none,"in 2007, wayne scored a career-high of 1,510 yards"
415_totto47970-0,0,1,"limerick 1991-92 (25, 2)","[[25, 0], [25, 1], [25, 2]]",limerick 1991-92 league of ireland first division,none,allardyce played for limerick in the 1991-92 league of ireland first division season
415_totto48055-2,0,1,"south dakota (18, 1)","[[18, 0], [18, 1]]",south dakota 17.0,kth-argmax,south dakota is the seventeenth largest state by area of the 50 united states
416_totto48170-4,0,1,"doncaster rovers (13, 11)","[[10, 0], [13, 11]]",doncaster rovers 142.0,none,mcindoe made 142 appearances for the doncaster rovers
417_totto48287-3,0,1,"rushing yards 2007 (8, 4)","[[0, 3], [1, 4], [8, 0], [8, 4]]",rushing yds 2007.0 1474.0,none,"ladainian tomlinson made 1,474 rushing yards in 2007"
417_totto48301-4,0,1,2017 29th [ANSWER],"[[1, 2], [30, 0], [30, 1]]",2017.0 29.0 norwich,kth-argmax,"in 2017, norwich airport was the 29th busiest airport in the uk"
418_totto48334-1,0,1,"2016 rosario central (2, 2)","[[2, 1], [2, 0], [2, 2]]",2016.0 rosario central primera division,none,"in 2016, felix banega made his debut with rosario central in primera division"
419_totto48482-2,0,1,"1982-83 forli (3, 2)","[[3, 1], [3, 0], [3, 2]]",1982-83 forli serie c1,none,"in 1982-83, sebastiano rossi appeared in the serie c1 for forli"
41_159_tab2,467,1,"semiconductor machinery manufacturing (10, 5)","[[10, 0], [10, 5]]",semiconductor machinery 72.0,none,california accounts for over half of the semiconductor machinery manufacturing
41_159_tab2,467,2,"computer and peripheral products industries (7, 5)","[[7, 0], [7, 5]]",computer and peripheral products 54.0,none,california accounts for over half of the computer and peripheral products industries
41_159_tab2,467,3,"semiconductor and other electronic components industry (9, 5)","[[9, 0], [9, 5]]",semiconductor and other electronic components 48.0,none,california accounts for almost half of the semiconductor and other electronic components industry
41_159_tab2,468,1,"automobile manufacturers (2, 5)","[[2, 0], [2, 5]]","automobiles, bodies, trailers, and parts 76.0",none,michigan accounted for the majority of r&d performed by automobile manufacturers in the united states
41_159_tab2,469,1,"mining, extraction, and support industries (5, 5)","[[5, 0], [5, 5]]","mining, extraction, and support activities 65.0",none,"the r&d of the mining, extraction, and support industries, including that of oil and gas companies, was concentrated in texas, which accounted for 65% of self-funded u.s. r&d performance"
41_totto4584-2,0,1,1011001 [ANSWER],"[[8, 0], [8, 1]]","1011001.0 released: 25 january 2008 label: inside out music formats: cd, digital download",none,arjen's album 01011001 was released on 25 january 2008
41_totto4607-4,0,1,"total goals four seasons (6, 7)","[[0, 7], [1, 8], [6, 1], [6, 7]]",total goals total 111.0,none,"over the following four seasons, tommy benfield made 111 appearances, and scored 23 goals in total"
421_totto48688-2,0,1,"return averaging (3, 16)","[[0, 14], [0, 14], [3, 16]]",returning returning 15.3,none,edelman set a record by averaging 15.3 yards per return
421_totto48695-3,0,1,"2016 shenzhen (5, 2)","[[5, 1], [5, 0], [5, 2]]",2016.0 shenzhen china league one,none,"in 2016, wang joined china league one side shenzhen"
421_totto48709-4,0,1,"appearances portsmouth (8, 7)","[[1, 7], [2, 0], [8, 7]]",apps portsmouth 216.0,none,reginald davies made 216 appearances in portsmouth
421_totto48709-4,0,2,"goals portsmouth (8, 8)","[[1, 8], [2, 0], [8, 8]]",goals portsmouth 3.0,none,reginald davies scored three goals in portsmouth
422_totto48817-3,0,1,"teuta durres 1994-95 (2, 2)","[[2, 0], [2, 1], [2, 2]]",teuta durres 1994-95 albanian superliga,none,shehi began his career with teuta durres and made his debut for the club in the albanian superliga during the 1994-95 campaign
424_totto49023-3,0,1,2006-07-01 00:00:00 crewe alexandra [ANSWER],"[[11, 1], [11, 0], [11, 2]]",2006-07 crewe alexandra league one,none,"in 2006-07 season, ryan lowe played in league one for crewe alexandra"
425_totto49120-1,0,1,"2012-season umea (10, 2)","[[10, 1], [10, 0], [10, 2]]",2012.0 umea superettan,none,"in 2012-season, eek was with the superettan-club umea"
425_totto49155-3,0,1,"2018 (7, 5)","[[7, 0], [7, 5]]",2018.0 532.0,none,"in 2018, chris hogan made 532 receiving yards"
426_totto49202-2,0,1,"2013-14 aldershot town (25, 2)","[[25, 1], [25, 0], [25, 2]]",2013-14 aldershot town conference premier,none,martin rowlands appeared for aldershot town in the 2013-14 conference premier season
426_totto49250-4,0,1,"2018 rio grande valley fc toros (9, 2)","[[9, 1], [9, 0], [9, 2]]",2018.0 rio grande valley fc toros united soccer league,none,"in march 2018, matias zaldivar of rio grande valley fc toros appeared for the united soccer league side"
427_totto49355-2,0,1,"10000 m t11 omar benchiheb (10, 7)","[[10, 1], [8, 0], [10, 7]]",10000 m t11 omar benchiheb 4.0,none,"in the 10,000 metre race, omar benchiheb finished fourth"
427_totto49360-3,0,1,"rushing yards 2011 (5, 4)","[[0, 3], [1, 4], [5, 1], [5, 4]]",rushing yards 2011.0 928.0,none,rashard mendenhall finished the year with 928 rushing yards
428_totto49426-3,0,1,"passing yards (5, 3)","[[0, 1], [1, 3], [5, 3]]",passing yds 3131.0,none,"cook finished the season with 3,131 passing yards"
428_totto49426-3,0,2,"touchdowns (5, 5)","[[1, 5], [5, 5]]",td 24.0,none,cook finished the season with 24 touchdowns
429_totto49488-0,0,1,"(22, 3)","[[22, 3]]",276.0,none,"harry marshall made 276 league appearances in the football league, playing for nottingham forest, southport, wolverhampton wanderers, port vale, tottenham hotspur, and rochdale"
429_totto49568-3,0,1,the complete series [ANSWER],"[[12, 0], [12, 1]]",the complete series 236.0,none,all 236 friends episodes were available in blu-ray and dvd
42_159_tab3,470,1,"companies reporting their largest r&d location (1, 1)","[[0, 1], [1, 1]]",companies reporting largest r&d location 2931.0,none,"the 10 most frequently reported combined statistical areas (csas) or metropolitan statistical areas (msas) accounted for over half of the 2,931 large-r&d companies reporting their largest r&d location"
42_159_tab3,471,1,"large-r&d companies (1, 2)","[[0, 2], [1, 2]]",r&d performance at largest location 106440.0,none,"the 2,931 large-r&d companies performed an estimated $106 billion of r&d at their primary r&d location alone"
42_totto4644-2,0,1,"touchdown interception 2003 (6, 9) (6, 10)","[[1, 9], [1, 10], [6, 0], [6, 9], [6, 10]]",td int 2003.0 24.0 8.0,div,"in 2003, brooks compiled a 3:1 touchdown to interception ratio"
42_totto4647-3,0,1,2014 [ANSWER],"[[11, 1], [10, 0]]",2014.0 villa dalmine,none,"in 2014, zamponi joined primera b metropolitana side villa dalmine"
42_totto4651-4,0,1,"rushing yards 2016 (9, 5)","[[0, 4], [1, 5], [9, 0], [9, 5]]",rushing yards 2016.0 1161.0,none,"blount finished the 2016 season with 1,161 rushing yards"
430_totto49575-0,0,1,"first division 1946-47 chelsea (3, 9)","[[3, 2], [3, 1], [3, 0], [3, 9]]",first division 1946-47 chelsea 1.0,none,murdoch dickie played one first division game for chelsea in 1946-47
430_totto49617-1,0,1,"1998 (2, 3)","[[2, 0], [2, 3]]",1998.0 1115.0,none,"robert edwards rushed for 1,115 yards in the 1998 season"
430_totto49678-3,0,1,"appearances league brentford (8, 3)","[[1, 3], [0, 2], [2, 0], [8, 3]]",apps league brentford 173.0,none,harper made 173 appearances in the league for brentford
430_totto49686-4,0,1,"1959-60 third division norwich city (4, 10)","[[4, 1], [4, 2], [3, 0], [4, 10]]",1959-60 third division norwich city 16.0,none,"in 1959-60, hill scored 16 goals for norwich city in the third division"
431_totto49732-1,0,1,"all boys (2, 2)","[[2, 0], [2, 2]]",all boys primera b nacional,none,"in the primera b nacional in a copa argentina, vazquez made his appearance for all boys"
431_totto49785-3,0,1,"2017-18 lorient (7, 11)","[[7, 1], [6, 0], [7, 11]]",2017-18 lorient 21.0,none,"in the 2017-18 season, guendouzi featured 21 times for lorient in ligue 2"
431_totto49790-4,0,1,"2013-14 borussia dortmund (9, 2)","[[9, 1], [9, 0], [9, 2]]",2013-14 borussia dortmund bundesliga,none,"in 2013-14 bundesliga season, durm played in borussia dortmund's team"
434,2369,1,residential concentration immigrants [ANSWER],"[[0, 1], [2, 0], [3, 0]]",total of the census metripolitan area d montreal,argmax,residential concentration of immigrants is grater in montreal than in toronto and vancouver
